バネ係数：0.000602393
3.19068,-0.0490677,0.924098,0.924098
3.21522,-0.0735646,0.923541,0.923541
3.23977,-0.0980171,0.922985,0.922985
3.26431,-0.122411,0.922429,0.922429
3.28885,-0.14673,0.921873,0.921873
3.3134,-0.170962,0.921318,0.921318
3.33794,-0.19509,0.920763,0.920763
3.36249,-0.219101,0.920208,0.920208
3.38703,-0.24298,0.919654,0.919654
3.41157,-0.266713,0.9191,0.9191
3.43612,-0.290285,0.918546,0.918546
3.46066,-0.313682,0.917993,0.917993
3.4852,-0.33689,0.91744,0.91744
3.50975,-0.359895,0.916887,0.916887
3.53429,-0.382683,0.916335,0.916335
3.55884,-0.405241,0.915783,0.915783
3.58338,-0.427555,0.915231,0.915231
3.60792,-0.449611,0.91468,0.91468
3.63247,-0.471397,0.914129,0.914129
3.65701,-0.492898,0.913578,0.913578
3.68155,-0.514103,0.913028,0.913028
3.7061,-0.534998,0.912478,0.912478
3.73064,-0.55557,0.911928,0.911928
3.75518,-0.575808,0.911379,0.911379
3.77973,-0.595699,0.91083,0.91083
3.80427,-0.615232,0.910281,0.910281
3.82882,-0.634393,0.909733,0.909733
3.85336,-0.653173,0.909185,0.909185
3.8779,-0.671559,0.908637,0.908637
3.90245,-0.689541,0.90809,0.90809
3.92699,-0.707107,0.907543,0.907543
3.95153,-0.724247,0.906996,0.906996
3.97608,-0.740951,0.90645,0.90645
4.00062,-0.757209,0.905904,0.905904
4.02517,-0.77301,0.905358,0.905358
4.04971,-0.788346,0.904813,0.904813
4.07425,-0.803208,0.904268,0.904268
4.0988,-0.817585,0.903723,0.903723
4.12334,-0.83147,0.903179,0.903179
4.14788,-0.844854,0.902634,0.902634
4.17243,-0.857729,0.902091,0.902091
4.19697,-0.870087,0.901547,0.901547
4.22152,-0.881921,0.901004,0.901004
4.24606,-0.893224,0.900461,0.900461
4.2706,-0.903989,0.899919,0.899919
4.29515,-0.91421,0.899377,0.899377
4.31969,-0.92388,0.898835,0.898835
4.34423,-0.932993,0.898294,0.898294
4.36878,-0.941544,0.897753,0.897753
4.39332,-0.949528,0.897212,0.897212
4.41786,-0.95694,0.896671,0.896671
4.44241,-0.963776,0.896131,0.896131
4.46695,-0.970031,0.895591,0.895591
4.4915,-0.975702,0.895052,0.895052
4.51604,-0.980785,0.894513,0.894513
4.54058,-0.985278,0.893974,0.893974
4.56513,-0.989177,0.893435,0.893435
4.58967,-0.99248,0.892897,0.892897
4.61421,-0.995185,0.892359,0.892359
4.63876,-0.99729,0.891822,0.891822
4.6633,-0.998795,0.891284,0.891284
4.68785,-0.999699,0.890748,0.890748
4.71239,-1,0.890211,0.890211
4.73693,-0.999699,0.889675,0.889675
4.76148,-0.998795,0.889139,0.889139
4.78602,-0.99729,0.888603,0.888603
4.81056,-0.995185,0.888068,0.888068
4.83511,-0.99248,0.887533,0.887533
4.85965,-0.989177,0.886998,0.886998
4.88419,-0.985278,0.886464,0.886464
4.90874,-0.980785,0.88593,0.88593
4.93328,-0.975702,0.885396,0.885396
4.95783,-0.970031,0.884863,0.884863
4.98237,-0.963776,0.88433,0.88433
5.00691,-0.95694,0.883797,0.883797
5.03146,-0.949528,0.883265,0.883265
5.056,-0.941544,0.882733,0.882733
5.08054,-0.932993,0.882201,0.882201
5.10509,-0.92388,0.881669,0.881669
5.12963,-0.91421,0.881138,0.881138
5.15418,-0.903989,0.880608,0.880608
5.17872,-0.893224,0.880077,0.880077
5.20326,-0.881921,0.879547,0.879547
5.22781,-0.870087,0.879017,0.879017
5.25235,-0.857729,0.878488,0.878488
5.27689,-0.844854,0.877958,0.877958
5.30144,-0.83147,0.87743,0.87743
5.32598,-0.817585,0.876901,0.876901
5.35052,-0.803208,0.876373,0.876373
5.37507,-0.788346,0.875845,0.875845
5.39961,-0.77301,0.875317,0.875317
5.42416,-0.757209,0.87479,0.87479
5.4487,-0.740951,0.874263,0.874263
5.47324,-0.724247,0.873736,0.873736
5.49779,-0.707107,0.87321,0.87321
5.52233,-0.689541,0.872684,0.872684
5.54687,-0.671559,0.872158,0.872158
5.57142,-0.653173,0.871633,0.871633
5.59596,-0.634393,0.871108,0.871108
5.62051,-0.615232,0.870583,0.870583
5.64505,-0.595699,0.870059,0.870059
5.66959,-0.575808,0.869535,0.869535
5.69414,-0.55557,0.869011,0.869011
5.71868,-0.534998,0.868487,0.868487
5.74322,-0.514103,0.867964,0.867964
5.76777,-0.492898,0.867441,0.867441
5.79231,-0.471397,0.866919,0.866919
5.81686,-0.449611,0.866396,0.866396
5.8414,-0.427555,0.865875,0.865875
5.86594,-0.405241,0.865353,0.865353
5.89049,-0.382683,0.864832,0.864832
5.91503,-0.359895,0.864311,0.864311
5.93957,-0.33689,0.86379,0.86379
5.96412,-0.313682,0.86327,0.86327
5.98866,-0.290285,0.86275,0.86275
6.0132,-0.266713,0.86223,0.86223
6.03775,-0.24298,0.861711,0.861711
6.06229,-0.219101,0.861191,0.861191
6.08684,-0.19509,0.860673,0.860673
6.11138,-0.170962,0.860154,0.860154
6.13592,-0.14673,0.859636,0.859636
6.16047,-0.122411,0.859118,0.859118
6.18501,-0.0980171,0.858601,0.858601
6.20955,-0.0735646,0.858083,0.858083
6.2341,-0.0490677,0.857567,0.857567
6.25864,-0.0245412,0.85705,0.85705
