バネ係数：0.000602393
0,0,0.999398,0.999398
0.0245437,0.0245412,0.998796,0.998796
0.0490874,0.0490677,0.998194,0.998194
0.0736311,0.0735646,0.997593,0.997593
0.0981748,0.0980171,0.996992,0.996992
0.122718,0.122411,0.996391,0.996391
0.147262,0.14673,0.995791,0.995791
0.171806,0.170962,0.995191,0.995191
0.19635,0.19509,0.994592,0.994592
0.220893,0.219101,0.993992,0.993992
0.245437,0.24298,0.993394,0.993394
0.269981,0.266713,0.992795,0.992795
0.294524,0.290285,0.992197,0.992197
0.319068,0.313682,0.991599,0.991599
0.343612,0.33689,0.991002,0.991002
0.368155,0.359895,0.990405,0.990405
0.392699,0.382683,0.989809,0.989809
0.417243,0.405241,0.989212,0.989212
0.441786,0.427555,0.988616,0.988616
0.46633,0.449611,0.988021,0.988021
0.490874,0.471397,0.987426,0.987426
0.515418,0.492898,0.986831,0.986831
0.539961,0.514103,0.986236,0.986236
0.564505,0.534998,0.985642,0.985642
0.589049,0.55557,0.985049,0.985049
0.613592,0.575808,0.984455,0.984455
0.638136,0.595699,0.983862,0.983862
0.66268,0.615232,0.983269,0.983269
0.687223,0.634393,0.982677,0.982677
0.711767,0.653173,0.982085,0.982085
0.736311,0.671559,0.981494,0.981494
0.760854,0.689541,0.980902,0.980902
0.785398,0.707107,0.980311,0.980311
0.809942,0.724247,0.979721,0.979721
0.834486,0.740951,0.979131,0.979131
0.859029,0.757209,0.978541,0.978541
0.883573,0.77301,0.977951,0.977951
0.908117,0.788346,0.977362,0.977362
0.93266,0.803208,0.976774,0.976774
0.957204,0.817585,0.976185,0.976185
0.981748,0.83147,0.975597,0.975597
1.00629,0.844854,0.975009,0.975009
1.03084,0.857729,0.974422,0.974422
1.05538,0.870087,0.973835,0.973835
1.07992,0.881921,0.973248,0.973248
1.10447,0.893224,0.972662,0.972662
1.12901,0.903989,0.972076,0.972076
1.15355,0.91421,0.971491,0.971491
1.1781,0.92388,0.970905,0.970905
1.20264,0.932993,0.970321,0.970321
1.22718,0.941544,0.969736,0.969736
1.25173,0.949528,0.969152,0.969152
1.27627,0.95694,0.968568,0.968568
1.30082,0.963776,0.967985,0.967985
1.32536,0.970031,0.967402,0.967402
1.3499,0.975702,0.966819,0.966819
1.37445,0.980785,0.966236,0.966236
1.39899,0.985278,0.965654,0.965654
1.42353,0.989177,0.965073,0.965073
1.44808,0.99248,0.964491,0.964491
1.47262,0.995185,0.96391,0.96391
1.49717,0.99729,0.96333,0.96333
1.52171,0.998795,0.962749,0.962749
1.54625,0.999699,0.962169,0.962169
1.5708,1,0.96159,0.96159
1.59534,0.999699,0.961011,0.961011
1.61988,0.998795,0.960432,0.960432
1.64443,0.99729,0.959853,0.959853
1.66897,0.995185,0.959275,0.959275
1.69351,0.99248,0.958697,0.958697
1.71806,0.989177,0.958119,0.958119
1.7426,0.985278,0.957542,0.957542
1.76715,0.980785,0.956966,0.956966
1.79169,0.975702,0.956389,0.956389
1.81623,0.970031,0.955813,0.955813
1.84078,0.963776,0.955237,0.955237
1.86532,0.95694,0.954662,0.954662
1.88986,0.949528,0.954087,0.954087
1.91441,0.941544,0.953512,0.953512
1.93895,0.932993,0.952938,0.952938
1.9635,0.92388,0.952363,0.952363
1.98804,0.91421,0.95179,0.95179
2.01258,0.903989,0.951216,0.951216
2.03713,0.893224,0.950643,0.950643
2.06167,0.881921,0.950071,0.950071
2.08621,0.870087,0.949498,0.949498
2.11076,0.857729,0.948926,0.948926
2.1353,0.844854,0.948355,0.948355
2.15984,0.83147,0.947784,0.947784
2.18439,0.817585,0.947213,0.947213
2.20893,0.803208,0.946642,0.946642
2.23348,0.788346,0.946072,0.946072
2.25802,0.77301,0.945502,0.945502
2.28256,0.757209,0.944932,0.944932
2.30711,0.740951,0.944363,0.944363
2.33165,0.724247,0.943794,0.943794
2.35619,0.707107,0.943226,0.943226
2.38074,0.689541,0.942657,0.942657
2.40528,0.671559,0.94209,0.94209
2.42983,0.653173,0.941522,0.941522
2.45437,0.634393,0.940955,0.940955
2.47891,0.615232,0.940388,0.940388
2.50346,0.595699,0.939822,0.939822
2.528,0.575808,0.939256,0.939256
2.55254,0.55557,0.93869,0.93869
2.57709,0.534998,0.938124,0.938124
2.60163,0.514103,0.937559,0.937559
2.62618,0.492898,0.936994,0.936994
2.65072,0.471397,0.93643,0.93643
2.67526,0.449611,0.935866,0.935866
2.69981,0.427555,0.935302,0.935302
2.72435,0.405241,0.934739,0.934739
2.74889,0.382683,0.934176,0.934176
2.77344,0.359895,0.933613,0.933613
2.79798,0.33689,0.93305,0.93305
2.82252,0.313682,0.932488,0.932488
2.84707,0.290285,0.931927,0.931927
2.87161,0.266713,0.931365,0.931365
2.89616,0.24298,0.930804,0.930804
2.9207,0.219101,0.930243,0.930243
2.94524,0.19509,0.929683,0.929683
2.96979,0.170962,0.929123,0.929123
2.99433,0.14673,0.928563,0.928563
3.01887,0.122411,0.928004,0.928004
3.04342,0.0980171,0.927445,0.927445
3.06796,0.0735646,0.926886,0.926886
3.09251,0.0490677,0.926328,0.926328
3.11705,0.0245412,0.92577,0.92577
3.14159,1.22465e-16,0.925212,0.925212
3.16614,-0.0245412,0.924655,0.924655
